Protocol,Port,Packets,Bytes
TCP,16295,7,466
TCP,29745,7,466
TCP,20559,7,466
TCP,26825,7,466
TCP,26014,7,466
TCP,10067,7,466
TCP,25147,7,466
TCP,51931,8,464
TCP,49855,8,464
TCP,20952,8,464
TCP,44571,8,464
TCP,42591,8,464
TCP,50350,8,464
TCP,45757,8,464
TCP,49304,8,464
TCP,36814,8,464
TCP,42611,8,464
TCP,51588,8,464
TCP,34499,8,464
TCP,38405,8,464
TCP,40876,8,464
TCP,21525,8,464
TCP,29570,8,464
TCP,44717,8,464
TCP,35305,8,464
TCP,47303,8,464
TCP,36742,8,464
TCP,33139,8,464
TCP,50787,8,464
TCP,51655,8,464
TCP,31561,8,464
TCP,24652,8,464
TCP,42548,8,464
TCP,52526,8,464
TCP,48403,8,464
TCP,49082,8,464
TCP,35718,8,464
TCP,35701,8,464
TCP,38759,8,464
TCP,36675,8,464
TCP,39618,8,464
TCP,44093,8,464
TCP,51762,8,464
TCP,40371,8,464
TCP,49421,8,464
TCP,49573,8,464
TCP,51782,8,464
TCP,38190,8,464
TCP,48172,8,464
TCP,49972,8,464
TCP,49650,8,464
TCP,36193,8,464
TCP,51809,8,464
TCP,44166,8,464
TCP,47817,8,464
TCP,41729,8,464
TCP,51826,8,464
TCP,21627,8,464
TCP,50147,8,464
TCP,51847,8,464
TCP,44851,8,464
TCP,37095,8,464
TCP,36282,8,464
TCP,40894,8,464
TCP,12941,8,464
TCP,48115,8,464
TCP,47340,8,464
TCP,34223,8,464
TCP,50645,8,464
TCP,40241,8,464
TCP,34658,8,464
TCP,32875,8,464
TCP,42387,8,464
TCP,41919,8,464
TCP,50481,8,464
TCP,46166,8,464
TCP,44941,8,464
TCP,52016,8,464
TCP,52779,8,464
TCP,50532,8,464
TCP,40347,8,464
TCP,52013,8,464
TCP,50049,8,464
TCP,28526,8,464
TCP,49559,8,464
TCP,51950,8,464
TCP,42418,8,464
TCP,44560,8,464
TCP,52376,8,464
UDP,42065,11,462
UDP,36329,9,462
UDP,21889,11,462
UDP,58410,11,462
UDP,46167,9,462
UDP,56731,11,462
TCP,46888,7,462
UDP,40780,11,462
UDP,29754,9,462
UDP,29790,11,462
UDP,26749,11,462
UDP,45280,11,462
UDP,6878,11,462
UDP,20475,9,462
UDP,41031,11,462
UDP,28807,9,462
UDP,22524,11,462
UDP,39125,11,462
UDP,30274,11,462
UDP,8556,9,462
UDP,25131,9,462
UDP,27194,9,462
UDP,57120,11,462
UDP,8533,9,462
UDP,37564,11,462
UDP,25126,11,462
UDP,7447,9,462
UDP,27904,11,462
UDP,10592,11,462
UDP,46094,11,462
UDP,27905,11,462
UDP,18148,9,462
UDP,31801,9,462
TCP,42844,7,462
UDP,22380,11,462
UDP,4995,11,462
UDP,8109,11,462
UDP,13938,11,462
UDP,40913,11,462
UDP,41019,11,462
UDP,28045,11,462
UDP,11933,11,462
UDP,20617,11,462
UDP,37046,11,462
UDP,8863,9,462
UDP,5159,11,462
UDP,7906,11,462
TCP,12026,7,462
UDP,15682,11,462
UDP,7911,11,462
UDP,27645,11,462
UDP,46079,11,462
UDP,10871,11,462
UDP,37588,11,462
UDP,19881,9,462
UDP,48369,9,462
UDP,35669,11,462
UDP,48418,11,462
UDP,8859,9,462
UDP,10062,11,462
UDP,26461,11,462
UDP,28741,9,462
TCP,14705,7,462
UDP,57217,11,462
TCP,16615,7,462
UDP,20572,11,462
TCP,29412,7,462
UDP,40898,11,462
UDP,24512,11,462
UDP,32877,11,462
UDP,20564,11,462
UDP,13123,9,462
UDP,51829,11,462
UDP,6733,11,462
UDP,11550,11,462
UDP,24311,11,462
UDP,42219,11,462
UDP,4897,11,462
UDP,11927,11,462
UDP,16704,11,462
UDP,10084,11,462
UDP,12987,9,462
UDP,12372,11,462
UDP,20624,11,462
UDP,40943,11,462
UDP,15854,11,462
UDP,40893,11,462
UDP,9434,11,462
UDP,35916,9,462
UDP,27656,11,462
UDP,29226,11,462
UDP,14732,11,462
UDP,41037,11,462
UDP,49776,11,462
UDP,26198,11,462
UDP,43106,11,462
TCP,9967,7,462
UDP,20560,9,462
UDP,10533,11,462
UDP,27890,11,462
UDP,15594,9,462
UDP,4864,11,462
UDP,49877,11,462
UDP,30784,11,462
UDP,16703,11,462
TCP,10927,7,462
UDP,46976,11,462
UDP,39416,9,462
UDP,51243,11,462
UDP,5296,9,462
UDP,56420,11,462
UDP,18266,11,462
UDP,25976,11,462
UDP,7820,11,462
UDP,18051,11,462
UDP,53422,11,462
UDP,36894,11,462
UDP,32609,11,462
UDP,16068,11,462
UDP,40562,11,462
UDP,47716,9,462
TCP,22342,7,462
UDP,33465,11,462
UDP,26463,11,462
TCP,41960,7,462
TCP,25070,7,462
UDP,35975,11,462
TCP,53073,7,462
TCP,16041,7,462
UDP,6987,11,462
UDP,7357,11,462
UDP,11919,11,462
UDP,30808,11,462
UDP,54875,11,462
UDP,12054,11,462
UDP,57934,11,462
UDP,19105,9,462
UDP,9175,11,462
UDP,18011,11,462
UDP,27658,11,462
UDP,19076,11,462
UDP,40875,11,462
UDP,28033,11,462
UDP,44229,11,462
UDP,20556,11,462
UDP,52123,11,462
UDP,49900,11,462
UDP,10679,11,462
TCP,25053,7,462
UDP,42551,11,462
UDP,7935,11,462
UDP,14113,11,462
UDP,36833,11,462
UDP,30857,11,462
UDP,49653,11,462
UDP,18304,11,462
UDP,26772,11,462
UDP,8076,11,462
UDP,33853,11,462
UDP,34566,11,462
UDP,8832,9,462
TCP,36247,7,462
UDP,19832,9,462
UDP,31224,11,462
UDP,47758,11,462
UDP,24859,11,462
UDP,43616,11,462
UDP,20731,9,462
UDP,34568,11,462
TCP,13895,7,462
UDP,21269,9,462
UDP,23090,9,462
UDP,46860,9,462
UDP,53313,11,462
UDP,9148,11,462
UDP,43510,11,462
UDP,11890,11,462
UDP,21991,11,462
UDP,44724,11,462
UDP,47496,11,462
UDP,31208,11,462
UDP,36039,11,462
UDP,59621,11,462
TCP,53180,7,462
UDP,12352,11,462
TCP,28662,7,462
UDP,24447,9,462
UDP,31072,11,462
UDP,10816,11,462
TCP,19734,7,462
UDP,31592,9,462
UDP,30107,11,462
UDP,6409,11,462
UDP,59696,11,462
UDP,63867,11,462
UDP,15909,11,462
UDP,8508,11,462
UDP,21081,11,462
TCP,44686,7,462
UDP,17419,11,462
UDP,8647,11,462
UDP,20538,11,462
UDP,41595,11,462
UDP,39668,11,462
UDP,48913,11,462
UDP,14918,9,462
UDP,4608,9,462
TCP,32299,7,462
UDP,54624,11,462
UDP,28854,11,462
UDP,52544,11,462
UDP,16810,11,462
UDP,8952,7,462
UDP,22012,11,462
UDP,60042,11,462
UDP,39748,11,462
UDP,46683,9,462
TCP,22079,7,462
UDP,8649,11,462
UDP,31355,11,462
UDP,57510,11,462
UDP,42954,11,462
UDP,21558,11,462
UDP,33793,11,462
UDP,13074,11,462
UDP,19811,11,462
UDP,52608,11,462
UDP,63032,11,462
UDP,25180,11,462
UDP,55464,11,462
UDP,57969,11,462
UDP,17464,9,462
TCP,30469,7,462
UDP,39837,11,462
UDP,17893,11,462
UDP,39855,11,462
UDP,57981,11,462
UDP,47958,11,462
UDP,31183,9,462
UDP,8496,11,462
UDP,52660,11,462
UDP,15282,11,462
UDP,7564,11,462
UDP,28106,11,462
TCP,41727,7,462
UDP,49027,11,462
UDP,40826,11,462
UDP,47117,11,462
UDP,13285,11,462
UDP,41536,9,462
UDP,23968,9,462
UDP,55604,11,462
UDP,14540,11,462
UDP,7568,11,462
UDP,31494,11,462
UDP,18856,11,462
UDP,15957,11,462
UDP,40823,11,462
UDP,8968,9,462
TCP,24379,7,462
UDP,32026,11,462
UDP,45580,11,462
UDP,44854,11,462
UDP,32195,9,462
UDP,9276,11,462
UDP,20705,9,462
TCP,18924,7,462
UDP,47945,11,462
UDP,29656,11,462
UDP,30320,9,462
UDP,38744,9,462
UDP,20387,11,462
UDP,41197,11,462
TCP,17208,7,462
UDP,53997,11,462
UDP,8654,11,462
UDP,41198,11,462
UDP,40813,11,462
UDP,50021,9,462
UDP,7298,11,462
UDP,18816,9,462
UDP,4399,11,462
UDP,12898,11,462
TCP,15816,7,462
UDP,6187,11,462
UDP,7693,11,462
UDP,40007,11,462
UDP,9627,9,462
UDP,56141,11,462
UDP,20099,11,462
UDP,34886,11,462
UDP,27685,9,462
UDP,22144,9,462
UDP,19786,11,462
UDP,37462,11,462
UDP,7593,11,462
UDP,53066,11,462
UDP,19638,11,462
UDP,45029,11,462
UDP,10359,11,462
UDP,8037,11,462
UDP,17595,11,462
UDP,27751,11,462
UDP,9782,11,462
UDP,17612,9,462
UDP,29886,11,462
UDP,57424,11,462
UDP,19778,11,462
UDP,33497,11,462
TCP,11336,7,462
UDP,9772,9,462
TCP,38780,7,462
UDP,51547,11,462
TCP,15342,7,462
UDP,18535,11,462
UDP,41058,11,462
UDP,18744,9,462
UDP,17653,9,462
UDP,8731,11,462
UDP,7596,11,462
UDP,31119,11,462
UDP,20713,11,462
UDP,35753,9,462
TCP,30249,7,462
UDP,26406,11,462
UDP,40973,11,462
UDP,51574,11,462
UDP,17665,11,462
UDP,14439,9,462
UDP,10279,11,462
UDP,4244,11,462
UDP,31408,11,462
UDP,28343,9,462
UDP,22474,11,462
UDP,33600,9,462
UDP,47915,11,462
UDP,52849,11,462
UDP,36284,11,462
UDP,31403,11,462
UDP,16600,11,462
UDP,8687,11,462
UDP,27749,11,462
UDP,57975,11,462
UDP,14375,11,462
UDP,28786,11,462
UDP,32081,11,462
UDP,26030,11,462
UDP,15094,11,462
UDP,30088,11,462
UDP,47120,11,462
UDP,21696,9,462
UDP,16591,11,462
UDP,5849,9,462
UDP,8692,11,462
UDP,7221,11,462
UDP,26502,11,462
UDP,47897,11,462
UDP,16009,11,462
UDP,24706,11,462
UDP,57447,11,462
UDP,31391,11,462
UDP,44024,9,462
UDP,33512,11,462
TCP,21738,7,462
UDP,22077,9,462
UDP,21133,9,462
UDP,5919,11,462
UDP,40763,11,462
UDP,22831,11,462
UDP,57895,11,462
UDP,10308,11,462
UDP,5901,11,462
UDP,19525,11,462
UDP,21163,10,460
UDP,11279,8,460
TCP,21586,8,460
TCP,51960,8,460
UDP,20476,10,460
UDP,39123,10,460
TCP,14585,8,460
TCP,52790,8,460
TCP,37242,8,460
TCP,37961,8,460
TCP,38484,8,460
TCP,41038,8,460
UDP,20252,10,460
UDP,41692,10,460
UDP,39073,8,460
TCP,35645,8,460
UDP,11611,8,460
UDP,34438,10,460
UDP,51371,10,460
UDP,26620,10,460
UDP,7368,10,460
TCP,37079,8,460
UDP,17761,8,460
TCP,23176,8,460
UDP,49305,10,460
UDP,31611,10,460
UDP,50122,10,460
TCP,52053,8,460
TCP,47177,8,460
UDP,17006,8,460
UDP,46645,10,460
UDP,12555,10,460
UDP,13075,10,460
TCP,37502,8,460
UDP,17398,8,460
TCP,58297,8,460
TCP,52460,8,460
UDP,12776,10,460
UDP,21751,10,460
UDP,18992,10,460
UDP,27556,10,460
UDP,9716,10,460
TCP,39514,8,460
UDP,13461,10,460
UDP,22061,10,460
UDP,20132,10,460
UDP,32000,10,460
UDP,16927,10,460
UDP,28483,10,460
TCP,36606,8,460
UDP,18838,10,460
UDP,20092,10,460
TCP,45066,8,460
UDP,23359,10,460
UDP,26380,8,460
TCP,26483,8,460
UDP,22992,10,460
UDP,9521,9,458
TCP,39617,7,458
TCP,48745,7,458
TCP,39087,7,458
TCP,33134,7,458
TCP,17912,7,458
TCP,26572,7,458
TCP,51316,7,458
TCP,31761,7,458
TCP,11563,7,458
TCP,51319,7,458
TCP,52156,7,458
UDP,28590,9,458
TCP,46459,7,458
TCP,20190,7,458
TCP,34226,7,458
TCP,42536,7,458
TCP,36728,7,458
TCP,49846,7,458
TCP,45266,7,458
TCP,46321,7,458
TCP,46447,7,458
TCP,17690,7,458
TCP,46084,7,458
TCP,21826,7,458
TCP,46493,7,458
TCP,32580,7,458
TCP,50216,7,458
TCP,50854,7,458
TCP,53939,7,458
TCP,57937,7,458
TCP,46266,7,458
TCP,41489,7,458
TCP,33614,7,458
TCP,36176,7,458
TCP,43408,7,458
UDP,10396,9,458
UDP,21016,9,458
TCP,47216,7,458
UDP,23321,9,458
TCP,29237,7,458
TCP,24810,7,458
UDP,13733,9,458
UDP,18389,9,458
TCP,53383,7,458
TCP,51558,7,458
TCP,46041,7,458
TCP,6197,7,458
TCP,18962,7,458
TCP,45808,7,458
UDP,10615,9,458
TCP,38831,7,458
TCP,37920,7,458
TCP,34387,7,458
TCP,47820,7,458
TCP,42437,7,458
TCP,42542,7,458
TCP,39049,7,458
UDP,23557,9,458
TCP,25690,7,458
TCP,52623,7,458
TCP,35857,7,458
TCP,51370,7,458
TCP,47465,7,458
TCP,11234,7,458
TCP,46341,7,458
TCP,19666,7,458
TCP,41695,7,458
TCP,39045,7,458
UDP,22804,9,458
TCP,40213,7,458
TCP,33730,7,458
TCP,23374,7,458
TCP,44679,7,458
TCP,46346,7,458
TCP,37138,7,458
TCP,38515,7,458
TCP,35038,7,458
TCP,24324,7,458
TCP,41984,7,458
TCP,47548,7,458
UDP,21080,9,458
TCP,50969,7,458
TCP,13293,7,458
TCP,40803,7,458
TCP,38123,7,458
TCP,50313,7,458
TCP,49327,7,458
TCP,42911,7,458
UDP,24544,9,458
TCP,42057,7,458
TCP,46862,7,458
TCP,42640,7,458
TCP,52491,7,458
UDP,24845,9,458
TCP,33873,7,458
TCP,51279,7,458
TCP,10748,7,458
TCP,14726,7,458
UDP,19722,9,458
TCP,45910,7,458
TCP,28185,7,458
TCP,37861,7,458
TCP,30616,7,458
UDP,26158,9,458
TCP,46575,7,458
TCP,19529,7,458
TCP,42462,7,458
TCP,19913,7,458
TCP,52547,7,458
TCP,42461,7,458
TCP,33026,7,458
TCP,47729,7,458
TCP,49707,7,458
TCP,48841,7,458
TCP,8298,7,458
TCP,13412,7,458
UDP,18212,8,456
TCP,33661,8,456
TCP,19062,8,456
TCP,40105,8,456
TCP,39298,8,456
TCP,39991,8,456
TCP,45736,8,456
UDP,19062,8,456
TCP,23246,8,456
TCP,50555,8,456
TCP,47722,8,456
TCP,35734,8,456
UDP,12078,8,456
TCP,35287,8,456
UDP,25578,8,456
TCP,37597,8,456
TCP,49376,8,456
TCP,41243,8,456
UDP,25053,8,456
TCP,35960,8,456
TCP,37298,8,456
UDP,19505,8,456
TCP,16171,8,456
UDP,19120,8,456
TCP,38523,8,456
TCP,46219,8,456
TCP,52285,8,456
UDP,20862,8,456
UDP,26200,8,456
UDP,25080,8,456
TCP,38460,8,456
TCP,52561,8,456
UDP,16290,8,456
TCP,36106,8,456
TCP,31540,8,456
TCP,43696,8,456
TCP,27882,8,456
UDP,23553,8,456
TCP,38608,8,456
TCP,43954,8,456
TCP,40727,8,456
TCP,37402,8,456
UDP,9973,8,456
UDP,35024,8,456
TCP,47426,8,456
UDP,7535,8,456
TCP,52008,8,456
TCP,39945,8,456
TCP,48335,8,456
TCP,43271,8,456
UDP,16216,8,456
TCP,46466,8,456
TCP,46765,8,456
TCP,39638,8,456
TCP,56915,6,456
TCP,52109,8,456
TCP,47883,8,456
TCP,40254,8,456
UDP,14752,8,456
TCP,46981,8,456
TCP,43909,8,456
TCP,33480,8,456
TCP,44934,8,456
TCP,40215,8,456
TCP,35056,8,456
TCP,51572,8,456
UDP,16374,8,456
TCP,37473,8,456
TCP,43250,8,456
TCP,52807,8,456
TCP,40277,8,456
TCP,47287,8,456
TCP,40457,8,456
UDP,21624,8,456
TCP,35330,8,456
TCP,41641,7,454
TCP,31858,7,454
TCP,28476,7,454
TCP,24392,7,454
TCP,51221,7,454
TCP,31273,7,454
TCP,33472,7,454
TCP,20863,7,454
TCP,13337,7,454
TCP,30467,7,454
TCP,24884,7,454
TCP,30273,7,454
UDP,33795,9,454
UDP,8872,9,454
TCP,13296,7,454
TCP,12974,7,454
UDP,24545,9,454
UDP,15116,9,454
TCP,18957,7,454
UDP,26534,9,454
TCP,18966,7,454
TCP,17362,7,454
TCP,7425,7,454
TCP,36344,8,452
TCP,43795,8,452
TCP,48252,8,452
TCP,46313,8,452
TCP,43591,8,452
TCP,40819,8,452
TCP,40820,8,452
TCP,44048,8,452
TCP,41894,8,452
TCP,44457,8,452
TCP,51694,8,452
TCP,46473,8,452
TCP,57781,8,452
TCP,32860,8,452
TCP,45357,8,452
TCP,36398,8,452
TCP,44453,8,452
TCP,58666,8,452
TCP,45121,8,452
TCP,41808,8,452
TCP,40857,8,452
TCP,52240,8,452
TCP,39592,8,452
TCP,36028,8,452
TCP,38355,8,452
TCP,43023,8,452
TCP,34647,8,452
TCP,52859,8,452
TCP,33150,8,452
TCP,51374,8,452
TCP,46299,8,452
TCP,51649,8,452
UDP,18716,8,452
TCP,36763,8,452
TCP,48767,8,452
TCP,48090,8,452
TCP,34489,8,452
TCP,13915,8,452
TCP,47646,8,452
TCP,42273,8,452
TCP,41535,8,452
TCP,37492,8,452
TCP,38727,8,452
TCP,43955,8,452
TCP,51386,8,452
TCP,42940,8,452
TCP,38430,8,452
TCP,41699,8,452
TCP,34065,8,452
UDP,24216,8,452
TCP,50890,8,452
TCP,52345,8,452
TCP,43133,8,452
TCP,47243,8,452
TCP,44379,8,452
TCP,52550,8,452
TCP,42596,8,452
TCP,48631,8,452
TCP,50114,8,452
TCP,27544,8,452
TCP,44658,8,452
TCP,40054,8,452
TCP,34357,8,452
TCP,48463,8,452
TCP,57650,8,452
TCP,44670,8,452
TCP,45596,8,452
TCP,49290,8,452
TCP,40423,8,452
TCP,44741,8,452
TCP,37048,8,452
TCP,46925,8,452
TCP,41326,8,452
TCP,49353,8,452
TCP,41328,8,452
TCP,34267,8,452
TCP,35777,8,452
TCP,44722,8,452
TCP,35760,8,452
TCP,40724,8,452
TCP,26728,7,450
TCP,29288,7,450
TCP,18613,7,450
TCP,27713,7,450
TCP,15619,7,450
TCP,14984,7,450
TCP,58901,7,450
TCP,57338,7,450
TCP,19120,7,450
TCP,24955,7,450
TCP,19100,7,450
TCP,29585,7,450
TCP,43742,7,450
TCP,36205,7,450
TCP,34324,7,450
TCP,53097,7,450
TCP,14393,7,450
TCP,20255,7,450
TCP,25065,7,450
TCP,15677,7,450
TCP,13397,7,450
TCP,45980,7,450
TCP,28087,7,450
UDP,13146,7,450
UDP,13856,8,448
UDP,33396,8,448
UDP,4872,8,448
UDP,28370,8,448
UDP,13592,8,448
UDP,22434,10,448
UDP,42542,8,448
UDP,50858,10,448
UDP,7814,10,448
UDP,59309,8,448
UDP,30420,8,448
UDP,30928,10,448
UDP,44692,8,448
TCP,46328,8,448
UDP,39365,10,448
UDP,22975,10,448
UDP,37704,10,448
UDP,44319,8,448
UDP,30008,10,448
TCP,39938,8,448
UDP,15752,8,448
UDP,41008,10,448
TCP,44599,8,448
UDP,20050,10,448
UDP,27511,10,448
TCP,36228,8,448
UDP,19094,8,448
UDP,36548,10,448
UDP,44771,8,448
UDP,36940,8,448
UDP,51215,8,448
UDP,7691,10,448
TCP,36545,8,448
UDP,17257,10,448
UDP,10120,10,448
UDP,20690,8,448
UDP,6169,10,448
UDP,44882,8,448
TCP,46877,8,448
UDP,41039,10,448
TCP,21730,6,448
TCP,48820,8,448
UDP,16255,10,448
UDP,9145,10,448
UDP,27993,8,448
UDP,8385,10,448
UDP,7466,10,448
UDP,5982,8,448
UDP,32678,10,448
UDP,18741,10,448
TCP,24658,6,448
UDP,42213,8,448
UDP,10018,10,448
UDP,46866,10,448
UDP,14501,8,448
UDP,44941,8,448
UDP,57259,10,448
UDP,37305,8,448
UDP,45572,8,448
UDP,19695,8,448
UDP,7324,10,448
TCP,48765,8,448
TCP,53748,6,448
UDP,9693,10,448
TCP,48833,8,448
UDP,16571,10,448
UDP,44597,8,448
UDP,34039,10,448
UDP,26300,8,448
UDP,21785,8,448
UDP,30278,8,448
UDP,41009,10,448
UDP,20065,10,448
UDP,49263,10,448
UDP,28342,10,448
TCP,42533,8,448
TCP,28758,6,448
UDP,27779,8,448
UDP,7304,10,448
UDP,5143,8,448
UDP,60173,8,448
TCP,29329,7,446
TCP,29095,7,446
TCP,21306,7,446
TCP,25457,7,446
TCP,21313,7,446
TCP,16057,7,446
TCP,32280,7,446
TCP,30219,7,446
TCP,18467,7,446
TCP,27808,7,446
TCP,32547,7,446
TCP,13634,7,446
TCP,11712,7,446
TCP,25758,7,446
TCP,19722,7,446
TCP,12133,7,446
TCP,53429,7,446
TCP,11067,7,446
TCP,14800,7,446
TCP,13266,7,446
TCP,23497,7,446
TCP,57492,6,444
TCP,18847,6,444
TCP,57665,6,444
TCP,57853,6,444
TCP,28702,6,444
TCP,61665,6,444
TCP,24425,6,444
TCP,48747,8,444
TCP,61587,6,444
TCP,57493,6,444
TCP,61827,6,444
TCP,56463,6,444
TCP,58774,6,444
TCP,61861,6,444
TCP,31128,6,444
TCP,58792,6,444
TCP,45021,8,444
TCP,17719,6,444
TCP,55050,6,444
TCP,26523,6,444
TCP,28697,8,444
TCP,58799,6,444
TCP,54157,6,444
TCP,60259,6,444
TCP,60287,6,444
TCP,60743,6,444
TCP,62012,6,444
TCP,31697,6,444
TCP,57509,6,444
TCP,25465,6,444
TCP,25301,6,444
TCP,53311,6,444
TCP,56820,6,444
TCP,56369,6,444
TCP,59414,6,444
TCP,17179,6,444
TCP,22026,6,444
TCP,45549,8,444
TCP,64560,6,444
TCP,57924,6,444
TCP,26564,6,444
TCP,58639,6,444
TCP,54964,6,444
TCP,53746,6,444
TCP,17783,6,444
TCP,24520,6,444
TCP,46087,8,444
TCP,58627,6,444
TCP,49916,8,444
TCP,56342,6,444
TCP,55767,6,444
TCP,57668,6,444
TCP,41799,8,444
TCP,44108,8,444
TCP,36903,8,444
TCP,22498,6,444
TCP,16909,6,444
TCP,52220,8,444
TCP,57408,6,444
TCP,62164,6,444
TCP,61514,6,444
TCP,51178,8,444
TCP,59943,6,444
TCP,60337,6,444
UDP,22199,8,444
TCP,53678,6,444
TCP,56278,6,444
TCP,62306,6,444
TCP,58295,6,444
TCP,46597,8,444
TCP,52632,8,444
TCP,42541,8,444
TCP,42138,8,444
TCP,59367,6,444
TCP,34654,8,444
TCP,39611,8,444
TCP,23736,6,444
TCP,54923,6,444
TCP,56264,6,444
TCP,30227,6,444
TCP,57749,6,444
TCP,53644,6,444
TCP,56235,6,444
TCP,59930,6,444
TCP,35136,8,444
TCP,30671,6,444
TCP,53356,6,444
TCP,64179,6,444
TCP,54922,6,444
TCP,14388,6,444
TCP,53623,6,444
TCP,60388,6,444
TCP,55566,6,444
TCP,56230,6,444
TCP,45006,8,444
TCP,54917,6,444
TCP,60393,6,444
TCP,58515,6,444
TCP,29851,6,444
TCP,28838,6,444
TCP,29849,6,444
TCP,55806,6,444
TCP,53608,6,444
TCP,31346,6,444
TCP,23913,6,444
TCP,58928,6,444
TCP,58932,6,444
TCP,58937,6,444
TCP,53597,6,444
TCP,58971,6,444
TCP,49652,8,444
TCP,60424,6,444
TCP,55808,6,444
TCP,31647,6,444
TCP,64155,6,444
TCP,53157,6,444
TCP,25152,6,444
TCP,60087,6,444
TCP,55310,6,444
TCP,56145,6,444
TCP,56112,6,444
TCP,55312,6,444
TCP,61339,6,444
TCP,58247,6,444
TCP,63978,6,444
TCP,60652,6,444
TCP,52949,6,444
TCP,56088,6,444
TCP,59919,6,444
TCP,63977,6,444
TCP,58458,6,444
TCP,27823,6,444
TCP,63862,6,444
TCP,41539,8,444
TCP,58012,6,444
TCP,55353,6,444
TCP,24918,6,444
TCP,57681,6,444
TCP,59297,6,444
TCP,39840,8,444
TCP,27565,6,444
TCP,58090,6,444
TCP,42015,8,444
TCP,59994,6,444
TCP,14364,6,444
TCP,55378,6,444
TCP,44788,8,444
TCP,54536,6,444
TCP,58113,6,444
TCP,29475,6,444
TCP,18819,6,444
TCP,60620,6,444
TCP,55385,6,444
TCP,54113,6,444
TCP,54013,6,444
TCP,30340,6,444
TCP,29689,6,444
TCP,24333,6,444
TCP,28912,6,444
TCP,56034,6,444
TCP,63778,6,444
TCP,53024,6,444
TCP,62988,6,444
TCP,26458,6,444
TCP,60586,6,444
TCP,56665,6,444
TCP,57374,6,444
TCP,58244,6,444
TCP,61093,6,444
TCP,59160,6,444
TCP,37571,8,444
TCP,60955,6,444
TCP,53419,6,444
TCP,41249,8,444
TCP,57222,6,444
TCP,32152,6,444
TCP,31047,6,444
TCP,56675,6,444
TCP,43726,8,444
TCP,60976,6,444
TCP,59114,6,444
TCP,21864,6,444
TCP,60480,6,444
TCP,63638,6,444
TCP,33350,8,444
TCP,57253,6,444
TCP,63311,6,444
TCP,60581,6,444
TCP,55474,6,444
TCP,55907,6,444
TCP,55942,6,444
TCP,63340,6,444
TCP,27533,6,444
TCP,63515,6,444
TCP,55496,6,444
TCP,37040,8,444
TCP,30397,6,444
TCP,55488,6,444
TCP,16594,6,444
TCP,50844,7,442
TCP,9526,7,442
TCP,40076,7,442
TCP,30050,7,442
TCP,45881,7,442
TCP,10361,7,442
TCP,34682,7,442
TCP,32289,7,442
TCP,51795,7,442
TCP,35451,7,442
TCP,7868,7,442
TCP,40730,7,442
TCP,41851,7,442
TCP,7027,7,442
TCP,12745,7,442
TCP,36097,7,442
TCP,24117,7,442
TCP,31690,7,442
TCP,14944,7,442
TCP,17060,7,442
TCP,51250,7,442
TCP,45008,7,442
TCP,42379,7,442
TCP,23709,7,442
TCP,32573,7,442
TCP,29825,7,442
TCP,15470,7,442
TCP,25831,7,442
TCP,13787,7,442
TCP,23099,7,442
TCP,917,7,442
UDP,12908,10,440
TCP,48692,8,440
UDP,21218,10,440
UDP,7192,10,440
UDP,9813,10,440
UDP,26811,10,440
TCP,47469,8,440
TCP,50539,8,440
UDP,20808,10,440
UDP,13798,10,440
TCP,37165,8,440
UDP,23326,8,440
UDP,14392,10,440
TCP,46198,8,440
TCP,46595,8,440
UDP,6092,10,440
UDP,23325,10,440
TCP,34548,8,440
TCP,47969,8,440
UDP,27273,10,440
UDP,45756,10,440
TCP,35852,8,440
UDP,28036,10,440
UDP,56996,10,440
UDP,18627,10,440
UDP,19993,10,440
TCP,45358,8,440
TCP,45491,8,440
TCP,48065,8,440
TCP,41953,8,440
UDP,25983,8,440
TCP,39372,8,440
UDP,8165,10,440
UDP,23671,8,440
TCP,52188,8,440
TCP,34073,8,440
UDP,25127,10,440
UDP,4252,10,440
UDP,12319,10,440
TCP,14463,6,440
UDP,18420,8,440
TCP,41667,7,438
UDP,31413,9,438
TCP,46063,7,438
TCP,40245,7,438
UDP,11063,9,438
UDP,25538,9,438
TCP,33823,7,438
TCP,41275,7,438
TCP,48031,7,438
TCP,14740,7,438
TCP,39664,7,438
TCP,51918,7,438
TCP,35638,7,438
TCP,35208,7,438
TCP,36495,7,438
TCP,42815,7,438
TCP,35095,7,438
TCP,54331,7,438
TCP,48953,7,438
TCP,45251,7,438
TCP,47568,7,438
UDP,10026,9,438
TCP,37663,7,438
TCP,12986,7,438
TCP,49778,7,438
TCP,47475,7,438
UDP,13330,9,438
TCP,33375,7,438
TCP,44894,7,438
TCP,42223,7,438
TCP,45873,7,438
TCP,41181,7,438
TCP,52282,7,438
TCP,28550,7,438
TCP,40148,7,438
TCP,50385,7,438
TCP,45313,7,438
TCP,52472,7,438
TCP,36056,7,438
TCP,42228,7,438
UDP,18886,9,438
TCP,43611,7,438
TCP,38092,7,438
TCP,19961,7,438
TCP,48009,7,438
TCP,28274,7,438
TCP,40845,7,438
TCP,46855,7,438
TCP,41438,7,438
UDP,20506,9,438
TCP,46858,7,438
UDP,19042,9,438
TCP,42232,7,438
TCP,49328,7,438
TCP,42337,7,438
TCP,13107,7,438
TCP,19087,7,438
TCP,45671,7,438
UDP,19900,9,438
UDP,8921,9,438
