Protocol,Port,Packets,Bytes
TCP,33550,100,4000
TCP,39137,100,4000
TCP,20279,100,4000
TCP,17519,100,4000
TCP,20288,100,4000
TCP,39141,100,4000
TCP,33561,100,4000
TCP,4284,100,4000
TCP,33587,100,4000
TCP,33589,100,4000
TCP,20309,100,4000
TCP,17404,100,4000
TCP,17402,100,4000
TCP,20331,100,4000
TCP,20377,100,4000
TCP,17373,100,4000
TCP,33591,100,4000
TCP,17335,100,4000
TCP,4292,100,4000
TCP,17317,100,4000
TCP,17311,100,4000
TCP,20404,100,4000
TCP,4293,100,4000
TCP,17262,100,4000
TCP,4296,100,4000
TCP,33622,100,4000
TCP,7353,100,4000
TCP,7372,100,4000
TCP,17148,100,4000
TCP,20429,100,4000
TCP,7373,100,4000
TCP,20448,100,4000
TCP,17088,100,4000
TCP,4298,100,4000
TCP,32589,100,4000
TCP,4318,100,4000
TCP,20541,100,4000
TCP,4324,100,4000
TCP,17048,100,4000
TCP,33653,100,4000
TCP,4338,100,4000
TCP,20546,100,4000
TCP,20551,100,4000
TCP,33695,100,4000
TCP,33696,100,4000
TCP,4363,100,4000
TCP,17003,100,4000
TCP,17002,100,4000
TCP,20565,100,4000
TCP,20612,100,4000
TCP,16996,100,4000
TCP,33711,100,4000
TCP,16984,100,4000
TCP,33738,100,4000
TCP,33741,100,4000
TCP,16971,100,4000
TCP,16961,100,4000
TCP,4380,100,4000
TCP,7376,100,4000
TCP,4383,100,4000
TCP,16934,100,4000
TCP,16927,100,4000
TCP,4384,100,4000
TCP,20648,100,4000
TCP,33800,100,4000
TCP,20651,100,4000
TCP,16918,100,4000
TCP,4438,100,4000
TCP,4440,100,4000
TCP,33811,100,4000
TCP,28158,100,4000
TCP,20652,100,4000
TCP,4461,100,4000
TCP,20668,100,4000
TCP,33839,100,4000
TCP,4464,100,4000
TCP,20678,100,4000
TCP,20695,100,4000
TCP,33842,100,4000
TCP,33852,100,4000
TCP,20703,100,4000
TCP,4467,100,4000
TCP,20712,100,4000
TCP,16827,100,4000
TCP,4479,100,4000
TCP,16818,100,4000
TCP,16814,100,4000
TCP,43838,100,4000
TCP,20715,100,4000
TCP,43840,100,4000
TCP,16791,100,4000
TCP,4481,100,4000
TCP,4493,100,4000
TCP,16761,100,4000
TCP,4501,100,4000
TCP,4505,100,4000
TCP,43383,100,4000
TCP,33894,100,4000
TCP,4507,100,4000
TCP,16745,100,4000
TCP,7209,100,4000
TCP,16725,100,4000
TCP,20719,100,4000
TCP,20726,100,4000
TCP,4508,100,4000
TCP,33898,100,4000
TCP,4516,100,4000
TCP,16696,100,4000
TCP,16691,100,4000
TCP,16679,100,4000
TCP,32485,100,4000
TCP,33905,100,4000
TCP,7380,100,4000
TCP,16647,100,4000
TCP,16644,100,4000
TCP,20762,100,4000
TCP,4522,100,4000
TCP,20780,100,4000
TCP,4524,100,4000
TCP,33921,100,4000
TCP,4528,100,4000
TCP,43873,100,4000
TCP,20788,100,4000
TCP,20812,100,4000
TCP,16568,100,4000
TCP,20822,100,4000
TCP,33925,100,4000
TCP,16563,100,4000
TCP,16554,100,4000
TCP,16544,100,4000
TCP,20832,100,4000
TCP,43883,100,4000
TCP,16535,100,4000
TCP,16525,100,4000
TCP,20844,100,4000
TCP,20857,100,4000
TCP,16511,100,4000
TCP,16496,100,4000
TCP,7383,100,4000
TCP,16488,100,4000
TCP,4530,100,4000
TCP,16481,100,4000
TCP,4532,100,4000
TCP,16473,100,4000
TCP,33926,100,4000
TCP,16464,100,4000
TCP,33932,100,4000
TCP,43899,100,4000
TCP,20869,100,4000
TCP,16426,100,4000
TCP,43902,100,4000
TCP,20884,100,4000
TCP,33947,100,4000
TCP,4560,100,4000
TCP,20910,100,4000
TCP,16409,100,4000
TCP,16402,100,4000
TCP,16399,100,4000
TCP,20941,100,4000
TCP,33958,100,4000
TCP,20943,100,4000
TCP,20945,100,4000
TCP,20970,100,4000
TCP,16389,100,4000
TCP,4562,100,4000
TCP,16363,100,4000
TCP,32424,100,4000
TCP,7384,100,4000
TCP,16332,100,4000
TCP,16324,100,4000
TCP,32402,100,4000
TCP,16312,100,4000
TCP,20977,100,4000
TCP,16308,100,4000
TCP,34004,100,4000
TCP,32375,100,4000
TCP,4584,100,4000
TCP,16294,100,4000
TCP,16283,100,4000
TCP,34008,100,4000
TCP,21074,100,4000
TCP,7187,100,4000
TCP,21099,100,4000
TCP,4607,100,4000
TCP,21103,100,4000
TCP,28393,100,4000
TCP,16231,100,4000
TCP,16210,100,4000
TCP,16201,100,4000
TCP,16175,100,4000
TCP,16155,100,4000
TCP,34056,100,4000
TCP,16123,100,4000
TCP,16094,100,4000
TCP,21133,100,4000
TCP,16082,100,4000
TCP,16076,100,4000
TCP,43335,100,4000
TCP,43333,100,4000
TCP,21158,100,4000
TCP,16051,100,4000
TCP,16044,100,4000
TCP,21162,100,4000
TCP,43957,100,4000
TCP,4610,100,4000
TCP,16030,100,4000
TCP,16016,100,4000
TCP,7390,100,4000
TCP,4614,100,4000
TCP,21225,100,4000
TCP,21262,100,4000
TCP,7177,100,4000
TCP,15990,100,4000
TCP,32349,100,4000
TCP,15967,100,4000
TCP,15960,100,4000
TCP,4631,100,4000
TCP,15933,100,4000
TCP,15920,100,4000
TCP,43973,100,4000
TCP,4635,100,4000
TCP,4637,100,4000
TCP,34150,100,4000
TCP,15902,100,4000
TCP,7396,100,4000
TCP,7406,100,4000
TCP,15871,100,4000
TCP,28074,100,4000
TCP,21317,100,4000
TCP,32306,100,4000
TCP,43984,100,4000
TCP,21320,100,4000
TCP,15743,100,4000
TCP,21322,100,4000
TCP,34153,100,4000
TCP,7416,100,4000
TCP,15725,100,4000
TCP,15721,100,4000
TCP,21331,100,4000
TCP,43993,100,4000
TCP,15695,100,4000
TCP,21346,100,4000
TCP,34160,100,4000
TCP,15678,100,4000
TCP,15675,100,4000
TCP,15653,100,4000
TCP,15650,100,4000
TCP,4645,100,4000
TCP,44101,100,4000
TCP,4650,100,4000
TCP,15642,100,4000
TCP,7432,100,4000
TCP,21358,100,4000
TCP,15622,100,4000
TCP,4653,100,4000
TCP,15594,100,4000
TCP,7441,100,4000
TCP,4654,100,4000
TCP,44363,100,4000
TCP,44389,100,4000
TCP,15556,100,4000
TCP,44411,100,4000
TCP,44416,100,4000
TCP,44421,100,4000
TCP,44439,100,4000
TCP,32282,100,4000
TCP,44471,100,4000
TCP,15553,100,4000
TCP,4693,100,4000
TCP,44516,100,4000
TCP,28073,100,4000
TCP,44539,100,4000
TCP,7445,100,4000
TCP,44607,100,4000
TCP,44612,100,4000
TCP,15536,100,4000
TCP,15515,100,4000
TCP,4718,100,4000
TCP,21416,100,4000
TCP,44743,100,4000
TCP,44746,100,4000
TCP,15477,100,4000
TCP,21428,100,4000
TCP,15472,100,4000
TCP,15470,100,4000
TCP,44788,100,4000
TCP,44792,100,4000
TCP,21454,100,4000
TCP,44806,100,4000
TCP,34179,100,4000
TCP,15425,100,4000
TCP,39211,100,4000
TCP,15422,100,4000
TCP,7480,100,4000
TCP,44897,100,4000
TCP,21556,100,4000
TCP,15419,100,4000
TCP,32145,100,4000
TCP,21564,100,4000
TCP,44951,100,4000
TCP,44961,100,4000
TCP,15417,100,4000
TCP,32126,100,4000
TCP,4812,100,4000
TCP,4821,100,4000
TCP,4828,100,4000
TCP,15412,100,4000
TCP,15401,100,4000
TCP,45100,100,4000
TCP,32042,100,4000
TCP,45119,100,4000
TCP,15388,100,4000
TCP,31990,100,4000
TCP,21657,100,4000
TCP,45194,100,4000
TCP,15376,100,4000
TCP,7484,100,4000
TCP,15354,100,4000
TCP,15353,100,4000
TCP,45235,100,4000
TCP,31959,100,4000
TCP,45298,100,4000
TCP,15341,100,4000
TCP,7492,100,4000
TCP,15328,100,4000
TCP,31838,100,4000
TCP,31837,100,4000
TCP,21713,100,4000
TCP,21714,100,4000
TCP,15299,100,4000
TCP,15280,100,4000
TCP,15269,100,4000
TCP,21742,100,4000
TCP,31823,100,4000
TCP,15244,100,4000
TCP,15235,100,4000
TCP,45729,100,4000
TCP,15232,100,4000
TCP,31819,100,4000
TCP,21835,100,4000
TCP,4921,100,4000
TCP,31811,100,4000
TCP,15228,100,4000
TCP,7495,100,4000
TCP,4928,100,4000
TCP,4931,100,4000
TCP,31774,100,4000
TCP,15189,100,4000
TCP,21840,100,4000
TCP,4943,100,4000
TCP,15156,100,4000
TCP,15152,100,4000
TCP,31719,100,4000
TCP,21844,100,4000
TCP,15146,100,4000
TCP,21870,100,4000
TCP,21874,100,4000
TCP,15088,100,4000
TCP,46498,100,4000
TCP,15082,100,4000
TCP,4958,100,4000
TCP,15080,100,4000
TCP,46591,100,4000
TCP,46611,100,4000
TCP,46618,100,4000
TCP,15079,100,4000
TCP,46667,100,4000
TCP,21880,100,4000
TCP,46693,100,4000
TCP,15058,100,4000
TCP,15054,100,4000
TCP,43285,100,4000
TCP,15048,100,4000
TCP,21881,100,4000
TCP,31661,100,4000
TCP,21886,100,4000
TCP,46985,100,4000
TCP,47007,100,4000
TCP,47018,100,4000
TCP,7498,100,4000
TCP,34286,100,4000
TCP,15044,100,4000
TCP,31480,100,4000
TCP,21900,100,4000
TCP,31415,100,4000
TCP,15006,100,4000
TCP,47375,100,4000
TCP,47381,100,4000
TCP,14953,100,4000
TCP,21921,100,4000
TCP,21929,100,4000
TCP,31299,100,4000
TCP,47522,100,4000
TCP,47559,100,4000
TCP,14946,100,4000
TCP,47577,100,4000
TCP,14945,100,4000
TCP,31233,100,4000
TCP,31198,100,4000
TCP,5018,100,4000
TCP,47723,100,4000
TCP,5035,100,4000
TCP,28071,100,4000
TCP,21964,100,4000
TCP,47830,100,4000
TCP,47840,100,4000
TCP,14940,100,4000
TCP,7503,100,4000
TCP,47961,100,4000
TCP,31186,100,4000
TCP,28044,100,4000
TCP,31093,100,4000
TCP,21972,100,4000
TCP,48014,100,4000
TCP,21973,100,4000
TCP,22105,100,4000
TCP,48107,100,4000
TCP,5040,100,4000
TCP,14897,100,4000
TCP,14882,100,4000
TCP,22158,100,4000
TCP,14856,100,4000
TCP,14836,100,4000
TCP,7513,100,4000
TCP,43269,100,4000
TCP,22208,100,4000
TCP,14815,100,4000
TCP,22229,100,4000
TCP,48598,100,4000
TCP,7516,100,4000
TCP,34341,100,4000
TCP,22238,100,4000
TCP,48726,100,4000
TCP,7519,100,4000
TCP,14799,100,4000
TCP,48937,100,4000
TCP,48970,100,4000
TCP,39347,100,4000
TCP,49052,100,4000
TCP,14798,100,4000
TCP,49114,100,4000
TCP,49135,100,4000
TCP,14764,100,4000
TCP,49153,100,4000
TCP,22279,100,4000
TCP,14743,100,4000
TCP,34357,100,4000
TCP,49168,100,4000
TCP,34368,100,4000
TCP,34415,100,4000
TCP,34416,100,4000
TCP,49189,100,4000
TCP,49194,100,4000
TCP,31025,100,4000
TCP,22283,100,4000
TCP,49206,100,4000
TCP,14612,100,4000
TCP,34438,100,4000
TCP,14610,100,4000
TCP,34459,100,4000
TCP,34476,100,4000
TCP,7526,100,4000
TCP,5180,100,4000
TCP,49237,100,4000
TCP,22300,100,4000
TCP,5182,100,4000
TCP,22318,100,4000
TCP,31004,100,4000
TCP,49260,100,4000
TCP,14459,100,4000
TCP,22325,100,4000
TCP,7529,100,4000
TCP,49279,100,4000
TCP,14444,100,4000
TCP,49286,100,4000
TCP,49287,100,4000
TCP,14443,100,4000
TCP,22338,100,4000
TCP,14434,100,4000
TCP,5214,100,4000
TCP,49316,100,4000
TCP,34504,100,4000
TCP,39385,100,4000
TCP,22352,100,4000
TCP,33018,100,4000
TCP,49338,100,4000
TCP,34510,100,4000
TCP,7156,100,4000
TCP,49356,100,4000
TCP,49357,100,4000
TCP,22468,100,4000
TCP,34515,100,4000
TCP,43242,100,4000
TCP,49382,100,4000
TCP,22502,100,4000
TCP,30960,100,4000
TCP,14355,100,4000
TCP,5241,100,4000
TCP,49410,100,4000
TCP,30933,100,4000
TCP,49413,100,4000
TCP,14340,100,4000
TCP,14333,100,4000
TCP,5257,100,4000
TCP,14282,100,4000
TCP,49421,100,4000
TCP,49423,100,4000
TCP,49441,100,4000
TCP,49444,100,4000
TCP,14277,100,4000
TCP,14249,100,4000
TCP,14239,100,4000
TCP,30917,100,4000
TCP,49465,100,4000
TCP,49477,100,4000
TCP,49484,100,4000
TCP,49485,100,4000
TCP,14208,100,4000
TCP,14203,100,4000
TCP,30902,100,4000
TCP,5260,100,4000
TCP,34609,100,4000
TCP,49504,100,4000
TCP,34680,100,4000
TCP,30816,100,4000
TCP,22517,100,4000
TCP,43238,100,4000
TCP,49521,100,4000
TCP,22530,100,4000
TCP,7153,100,4000
TCP,22563,100,4000
TCP,30767,100,4000
TCP,22602,100,4000
TCP,49547,100,4000
TCP,14089,100,4000
TCP,7554,100,4000
TCP,49558,100,4000
TCP,49564,100,4000
TCP,49568,100,4000
TCP,22687,100,4000
TCP,49579,100,4000
TCP,49591,100,4000
TCP,5366,100,4000
TCP,14086,100,4000
TCP,14079,100,4000
TCP,22706,100,4000
TCP,30703,100,4000
TCP,14076,100,4000
TCP,14063,100,4000
TCP,30694,100,4000
TCP,49659,100,4000
TCP,49660,100,4000
TCP,5374,100,4000
TCP,49681,100,4000
TCP,49683,100,4000
TCP,34864,100,4000
TCP,34920,100,4000
TCP,30661,100,4000
TCP,49692,100,4000
TCP,22726,100,4000
TCP,22739,100,4000
TCP,22741,100,4000
TCP,49713,100,4000
TCP,22743,100,4000
TCP,49724,100,4000
TCP,13964,100,4000
TCP,13962,100,4000
TCP,22768,100,4000
TCP,49740,100,4000
TCP,49752,100,4000
TCP,49760,100,4000
TCP,34959,100,4000
TCP,49774,100,4000
TCP,22791,100,4000
TCP,49793,100,4000
TCP,13943,100,4000
TCP,49803,100,4000
TCP,13925,100,4000
TCP,49812,100,4000
TCP,34983,100,4000
TCP,13919,100,4000
TCP,49844,100,4000
TCP,35007,100,4000
TCP,13901,100,4000
TCP,35009,100,4000
TCP,22861,100,4000
TCP,22890,100,4000
TCP,49869,100,4000
TCP,22894,100,4000
TCP,49882,100,4000
TCP,7559,100,4000
TCP,22914,100,4000
TCP,49887,100,4000
TCP,35066,100,4000
TCP,22963,100,4000
TCP,30595,100,4000
TCP,13852,100,4000
TCP,49931,100,4000
TCP,49939,100,4000
TCP,35135,100,4000
TCP,30520,100,4000
TCP,13798,100,4000
TCP,5488,100,4000
TCP,49959,100,4000
TCP,35172,100,4000
TCP,13777,100,4000
TCP,23062,100,4000
TCP,23075,100,4000
TCP,49973,100,4000
TCP,5499,100,4000
TCP,30510,100,4000
TCP,23088,100,4000
TCP,49985,100,4000
TCP,49989,100,4000
TCP,49992,100,4000
TCP,5509,100,4000
TCP,13691,100,4000
TCP,23103,100,4000
TCP,5511,100,4000
TCP,50009,100,4000
TCP,50011,100,4000
TCP,5514,100,4000
TCP,5515,100,4000
TCP,35266,100,4000
TCP,50034,100,4000
TCP,35268,100,4000
TCP,5518,100,4000
TCP,35366,100,4000
TCP,23120,100,4000
TCP,23122,100,4000
TCP,23131,100,4000
TCP,30311,100,4000
TCP,35372,100,4000
TCP,50062,100,4000
TCP,7564,100,4000
TCP,50066,100,4000
TCP,7571,100,4000
TCP,23144,100,4000
TCP,23163,100,4000
TCP,50086,100,4000
TCP,39415,100,4000
TCP,5528,100,4000
TCP,50100,100,4000
TCP,50121,100,4000
TCP,13548,100,4000
TCP,13547,100,4000
TCP,13533,100,4000
TCP,30308,100,4000
TCP,30284,100,4000
TCP,13523,100,4000
TCP,5536,100,4000
TCP,28426,100,4000
TCP,35395,100,4000
TCP,23214,100,4000
TCP,23216,100,4000
TCP,50160,100,4000
TCP,50161,100,4000
TCP,13469,100,4000
TCP,13468,100,4000
TCP,35428,100,4000
TCP,13452,100,4000
TCP,13433,100,4000
TCP,27946,100,4000
TCP,7142,100,4000
TCP,13426,100,4000
TCP,13393,100,4000
TCP,23225,100,4000
TCP,5542,100,4000
TCP,23232,100,4000
TCP,23236,100,4000
TCP,13376,100,4000
TCP,23275,100,4000
TCP,13346,100,4000
TCP,13340,100,4000
TCP,35456,100,4000
TCP,13337,100,4000
TCP,35487,100,4000
TCP,50606,100,4000
TCP,50676,100,4000
TCP,43178,100,4000
TCP,7590,100,4000
TCP,23312,100,4000
TCP,35493,100,4000
TCP,23346,100,4000
TCP,23351,100,4000
TCP,30257,100,4000
TCP,35527,100,4000
TCP,39437,100,4000
TCP,7596,100,4000
TCP,7133,100,4000
TCP,35575,100,4000
TCP,13272,100,4000
TCP,23362,100,4000
TCP,51038,100,4000
TCP,13265,100,4000
TCP,23368,100,4000
TCP,13255,100,4000
TCP,23385,100,4000
TCP,23410,100,4000
TCP,51093,100,4000
TCP,51100,100,4000
TCP,23470,100,4000
TCP,23478,100,4000
TCP,51112,100,4000
TCP,30228,100,4000
TCP,51122,100,4000
TCP,13222,100,4000
TCP,51129,100,4000
TCP,23570,100,4000
TCP,23580,100,4000
TCP,43155,100,4000
TCP,51159,100,4000
TCP,13193,100,4000
TCP,23612,100,4000
TCP,13180,100,4000
TCP,13177,100,4000
TCP,39454,100,4000
TCP,13145,100,4000
TCP,5708,100,4000
TCP,30225,100,4000
TCP,13106,100,4000
TCP,7604,100,4000
TCP,13088,100,4000
TCP,13086,100,4000
TCP,35889,100,4000
TCP,51415,100,4000
TCP,13070,100,4000
TCP,7607,100,4000
TCP,27881,100,4000
TCP,35890,100,4000
TCP,23636,100,4000
TCP,35893,100,4000
TCP,51602,100,4000
TCP,23640,100,4000
TCP,51636,100,4000
TCP,7612,100,4000
TCP,13049,100,4000
TCP,13043,100,4000
TCP,13032,100,4000
TCP,35955,100,4000
TCP,13029,100,4000
TCP,13021,100,4000
TCP,51789,100,4000
TCP,23658,100,4000
TCP,13014,100,4000
TCP,13006,100,4000
TCP,13001,100,4000
TCP,12999,100,4000
TCP,30202,100,4000
TCP,23722,100,4000
TCP,5753,100,4000
TCP,7615,100,4000
TCP,5759,100,4000
TCP,35981,100,4000
TCP,23751,100,4000
TCP,52238,100,4000
TCP,52247,100,4000
TCP,52262,100,4000
TCP,30112,100,4000
TCP,5763,100,4000
TCP,36032,100,4000
TCP,36056,100,4000
TCP,52378,100,4000
TCP,5790,100,4000
TCP,5795,100,4000
TCP,36137,100,4000
TCP,23780,100,4000
TCP,23806,100,4000
TCP,52546,100,4000
TCP,38963,100,4000
TCP,36152,100,4000
TCP,5807,100,4000
TCP,36165,100,4000
TCP,36211,100,4000
TCP,36216,100,4000
TCP,36218,100,4000
TCP,5821,100,4000
TCP,36231,100,4000
TCP,7124,100,4000
TCP,36305,100,4000
TCP,36334,100,4000
TCP,36347,100,4000
TCP,29972,100,4000
TCP,12794,100,4000
TCP,36366,100,4000
TCP,5852,100,4000
TCP,5856,100,4000
TCP,36369,100,4000
TCP,23808,100,4000
TCP,23835,100,4000
TCP,52846,100,4000
TCP,12758,100,4000
TCP,12735,100,4000
TCP,5862,100,4000
TCP,7617,100,4000
TCP,23973,100,4000
TCP,36381,100,4000
TCP,12645,100,4000
TCP,36402,100,4000
TCP,53083,100,4000
TCP,39503,100,4000
TCP,12634,100,4000
TCP,36443,100,4000
TCP,36444,100,4000
TCP,36461,100,4000
TCP,12573,100,4000
TCP,12552,100,4000
TCP,36463,100,4000
TCP,24007,100,4000
TCP,53401,100,4000
TCP,53510,100,4000
TCP,5886,100,4000
TCP,12525,100,4000
TCP,29941,100,4000
TCP,36500,100,4000
TCP,5890,100,4000
TCP,29913,100,4000
TCP,12464,100,4000
TCP,36541,100,4000
TCP,36554,100,4000
TCP,7646,100,4000
TCP,24037,100,4000
TCP,24087,100,4000
TCP,12435,100,4000
TCP,54073,100,4000
TCP,12417,100,4000
TCP,36561,100,4000
TCP,12367,100,4000
TCP,24127,100,4000
TCP,29907,100,4000
TCP,43116,100,4000
TCP,54423,100,4000
TCP,36591,100,4000
TCP,12357,100,4000
TCP,5942,100,4000
TCP,5960,100,4000
TCP,29862,100,4000
TCP,7649,100,4000
TCP,27849,100,4000
TCP,5976,100,4000
TCP,24189,100,4000
TCP,55029,100,4000
TCP,12288,100,4000
TCP,55100,100,4000
TCP,5980,100,4000
TCP,5998,100,4000
TCP,27832,100,4000
TCP,12261,100,4000
TCP,24244,100,4000
TCP,6079,100,4000
TCP,24253,100,4000
TCP,29850,100,4000
TCP,55681,100,4000
TCP,55783,100,4000
TCP,12247,100,4000
TCP,6090,100,4000
TCP,55993,100,4000
TCP,12222,100,4000
TCP,24267,100,4000
TCP,12217,100,4000
TCP,6091,100,4000
TCP,12204,100,4000
TCP,12183,100,4000
TCP,56540,100,4000
TCP,12181,100,4000
TCP,6096,100,4000
TCP,6125,100,4000
TCP,43103,100,4000
TCP,6127,100,4000
TCP,12146,100,4000
TCP,6128,100,4000
TCP,24301,100,4000
TCP,7706,100,4000
TCP,7723,100,4000
TCP,24430,100,4000
TCP,12135,100,4000
TCP,6132,100,4000
TCP,36723,100,4000
TCP,24480,100,4000
TCP,12120,100,4000
TCP,57651,100,4000
TCP,57652,100,4000
TCP,57706,100,4000
TCP,43091,100,4000
TCP,57736,100,4000
TCP,29846,100,4000
TCP,36786,100,4000
TCP,24500,100,4000
TCP,7737,100,4000
TCP,57941,100,4000
UDP,33167,100,4000
TCP,12112,100,4000
TCP,12097,100,4000
TCP,43086,100,4000
TCP,6153,100,4000
TCP,24516,100,4000
TCP,29845,100,4000
TCP,24535,100,4000
TCP,58846,100,4000
TCP,24553,100,4000
TCP,29833,100,4000
TCP,59131,100,4000
TCP,59174,100,4000
TCP,59176,100,4000
TCP,6181,100,4000
TCP,36864,100,4000
TCP,36880,100,4000
TCP,36919,100,4000
TCP,36932,100,4000
TCP,6182,100,4000
TCP,12039,100,4000
TCP,59946,100,4000
TCP,24563,100,4000
TCP,59954,100,4000
TCP,59960,100,4000
TCP,7122,100,4000
TCP,59974,100,4000
TCP,59987,100,4000
TCP,6186,100,4000
TCP,12019,100,4000
TCP,60030,100,4000
TCP,60057,100,4000
TCP,60059,100,4000
TCP,60064,100,4000
TCP,60086,100,4000
TCP,60118,100,4000
TCP,24571,100,4000
TCP,24591,100,4000
TCP,11968,100,4000
TCP,11965,100,4000
TCP,60871,100,4000
TCP,36982,100,4000
TCP,11937,100,4000
TCP,11936,100,4000
TCP,62425,100,4000
TCP,7739,100,4000
TCP,27826,100,4000
TCP,24609,100,4000
TCP,24626,100,4000
TCP,62869,100,4000
TCP,28460,100,4000
TCP,63457,100,4000
TCP,11907,100,4000
TCP,11895,100,4000
TCP,36995,100,4000
TCP,7740,100,4000
TCP,24703,100,4000
TCP,37003,100,4000
TCP,37006,100,4000
TCP,37014,100,4000
TCP,37027,100,4000
TCP,24718,100,4000
TCP,6226,100,4000
TCP,37034,100,4000
TCP,11770,100,4000
TCP,24742,100,4000
TCP,11759,100,4000
TCP,28462,100,4000
TCP,24809,100,4000
TCP,24825,100,4000
TCP,29801,100,4000
TCP,11721,100,4000
TCP,11715,100,4000
TCP,11714,100,4000
TCP,11697,100,4000
TCP,24835,100,4000
TCP,24862,100,4000
TCP,6231,100,4000
TCP,11680,100,4000
TCP,37048,100,4000
TCP,7748,100,4000
TCP,27809,100,4000
TCP,37050,100,4000
TCP,37083,100,4000
TCP,37105,100,4000
TCP,24923,100,4000
TCP,24950,100,4000
TCP,11665,100,4000
TCP,11655,100,4000
TCP,24995,100,4000
TCP,29718,100,4000
TCP,43051,100,4000
TCP,11628,100,4000
TCP,37182,100,4000
TCP,11613,100,4000
TCP,29669,100,4000
TCP,37282,100,4000
TCP,25024,100,4000
TCP,43049,100,4000
TCP,29660,100,4000
TCP,11580,100,4000
TCP,25039,100,4000
TCP,11568,100,4000
TCP,11566,100,4000
TCP,11562,100,4000
TCP,11555,100,4000
TCP,29653,100,4000
TCP,27801,100,4000
TCP,25050,100,4000
TCP,37369,100,4000
TCP,11536,100,4000
TCP,11526,100,4000
TCP,25089,100,4000
TCP,25115,100,4000
TCP,11516,100,4000
TCP,29639,100,4000
TCP,11501,100,4000
TCP,25134,100,4000
TCP,11492,100,4000
TCP,11485,100,4000
TCP,29605,100,4000
TCP,25155,100,4000
TCP,37432,100,4000
TCP,37449,100,4000
TCP,6282,100,4000
TCP,7751,100,4000
TCP,25160,100,4000
TCP,29603,100,4000
TCP,11449,100,4000
TCP,29584,100,4000
TCP,7763,100,4000
TCP,29576,100,4000
TCP,11425,100,4000
TCP,29516,100,4000
TCP,7767,100,4000
TCP,6305,100,4000
TCP,6308,100,4000
TCP,25253,100,4000
TCP,37599,100,4000
TCP,11394,100,4000
TCP,43036,100,4000
TCP,39640,100,4000
TCP,11383,100,4000
TCP,25283,100,4000
TCP,11369,100,4000
TCP,11357,100,4000
TCP,11354,100,4000
TCP,25305,100,4000
TCP,11345,100,4000
TCP,11343,100,4000
TCP,25314,100,4000
TCP,37660,100,4000
TCP,37676,100,4000
TCP,11306,100,4000
TCP,6330,100,4000
TCP,29444,100,4000
TCP,11282,100,4000
TCP,11268,100,4000
TCP,11251,100,4000
TCP,11250,100,4000
TCP,11247,100,4000
TCP,11242,100,4000
TCP,39643,100,4000
TCP,11239,100,4000
TCP,25317,100,4000
TCP,11233,100,4000
TCP,11229,100,4000
TCP,11221,100,4000
TCP,11214,100,4000
TCP,11212,100,4000
TCP,25357,100,4000
TCP,11139,100,4000
TCP,37718,100,4000
TCP,11119,100,4000
TCP,11113,100,4000
TCP,25398,100,4000
TCP,11092,100,4000
TCP,25426,100,4000
TCP,37733,100,4000
TCP,6361,100,4000
TCP,7783,100,4000
TCP,29426,100,4000
TCP,11063,100,4000
TCP,6368,100,4000
TCP,11032,100,4000
TCP,25548,100,4000
TCP,29421,100,4000
TCP,6376,100,4000
TCP,6398,100,4000
TCP,11008,100,4000
TCP,37768,100,4000
TCP,10993,100,4000
TCP,10986,100,4000
TCP,29374,100,4000
TCP,10929,100,4000
TCP,10914,100,4000
TCP,10910,100,4000
TCP,25558,100,4000
TCP,10865,100,4000
TCP,43020,100,4000
TCP,10861,100,4000
TCP,10857,100,4000
TCP,37778,100,4000
TCP,25559,100,4000
TCP,25574,100,4000
TCP,10837,100,4000
TCP,10825,100,4000
TCP,25586,100,4000
TCP,37799,100,4000
TCP,10818,100,4000
TCP,10814,100,4000
TCP,10813,100,4000
TCP,10794,100,4000
TCP,10792,100,4000
TCP,10776,100,4000
TCP,10774,100,4000
TCP,10767,100,4000
TCP,37800,100,4000
TCP,25669,100,4000
TCP,43007,100,4000
TCP,10761,100,4000
TCP,25707,100,4000
TCP,25713,100,4000
TCP,10753,100,4000
TCP,10744,100,4000
TCP,29273,100,4000
TCP,10716,100,4000
TCP,10710,100,4000
TCP,25846,100,4000
TCP,10703,100,4000
TCP,10699,100,4000
TCP,29270,100,4000
TCP,10695,100,4000
TCP,39680,100,4000
TCP,10689,100,4000
TCP,10684,100,4000
TCP,10679,100,4000
TCP,10675,100,4000
TCP,10657,100,4000
TCP,37837,100,4000
TCP,37875,100,4000
TCP,25916,100,4000
TCP,10652,100,4000
TCP,10640,100,4000
TCP,42973,100,4000
TCP,27516,100,4000
TCP,33008,100,4000
TCP,37922,100,4000
TCP,10609,100,4000
TCP,10598,100,4000
TCP,37935,100,4000
TCP,10596,100,4000
TCP,10595,100,4000
TCP,29254,100,4000
TCP,10590,100,4000
TCP,42888,100,4000
TCP,42883,100,4000
TCP,10571,100,4000
TCP,6518,100,4000
TCP,6520,100,4000
TCP,42873,100,4000
TCP,25948,100,4000
TCP,42780,100,4000
TCP,10529,100,4000
TCP,37956,100,4000
TCP,10527,100,4000
TCP,10520,100,4000
TCP,10519,100,4000
TCP,10491,100,4000
TCP,29249,100,4000
TCP,10483,100,4000
TCP,10461,100,4000
TCP,37980,100,4000
TCP,10446,100,4000
TCP,42749,100,4000
